Persona,Age,Gender,Nationality,Emirate,Income,Shopping_Frequency,Shopping_Channel,Avg_Spend_Bucket,Recent_Luxury_Purchase,Luxury_View,Social_Perception,Motivation,Trade_Off,Discount_Sensitivity,Scenario_Behavior,Categories,Ethnic_Preference,Color_Preference,Kitchenware_Type,Bundle_Preference,Discovery_Channel,Influencer_Impact,Risk_Concern,Max_Spend,Interest_Level,Will_Buy
Affluent Expat,Under21,Female,South Asian,Sharjah,25K-50K,Weekly,Online,<500,Yes,Reward,Low,Social Media,Design,10-20%,Niche Brand,Home Decor,NA,Pastel,Cast Iron,No,Mall,Medium,Social,6745,Interested,No
Affluent Expat,31-40,Female,South Asian,Sharjah,10K-25K,Occasional,Mall,1500-5000,No,Reward,Low,Price,Design,20-40%,Luxury Brand,Luxury Fashion,NA,Dark,Cast Iron,Yes,TikTok,High,Quality,6983,Very Interested,No
Value Expat,41-50,Male,Emirati,Other,5K-10K,Rarely,Mixed,>15000,Yes,Occasional,Low,Status,Design,20-40%,Not Buy,Accessories,Saree,Dark,Cast Iron,Yes,Mall,None,Quality,3420,Neutral,No
Value Expat,41-50,Female,Other,Dubai,10K-25K,Rarely,Boutique,1500-5000,No,Occasional,High,Design,Brand,20-40%,Wait Discount,Luxury Fashion,NA,Dark,Non-stick,No,Instagram,None,Trust,2224,Very Interested,No
Budget Buyer,21-30,Female,South Asian,Dubai,<5K,Occasional,Online,5000-15000,No,Not important,Low,Social Media,Design,40%+,Not Buy,Kitchenware,Saree,Pastel,Designer,No,Mall,Medium,Price,1080,Interested,No
Value Expat,Under21,Male,Arab,Other,10K-25K,Monthly,Boutique,<500,Yes,Occasional,Low,Price,Design,40%+,Wait Discount,Accessories,Saree,Neutral,Steel,Maybe,Mall,Low,Price,5568,Not Interested,No
Budget Buyer,31-40,Female,Arab,Dubai,<5K,Weekly,Boutique,5000-15000,No,Not important,Low,Social Media,Design,40%+,Wait Discount,Accessories,NA,Dark,Non-stick,Maybe,Friends,High,Social,1462,Not Interested,No
Budget Buyer,41-50,Female,South Asian,Dubai,<5K,Weekly,Boutique,>15000,No,Not important,Medium,Quality,Design,40%+,Luxury Brand,Luxury Fashion,Saree,Neutral,Cast Iron,Maybe,Instagram,Low,Quality,1888,Very Interested,No
Affluent Expat,31-40,Female,Western,Abu Dhabi,25K-50K,Occasional,Mixed,500-1500,Yes,Reward,Medium,Status,Design,20-40%,Wait Discount,Kitchenware,Abaya,Bold,Designer,Maybe,TikTok,Medium,Trust,15398,Interested,No
Budget Buyer,31-40,Male,South Asian,Other,<5K,Occasional,Online,<500,No,Not important,Low,Design,Brand,40%+,Niche Brand,Luxury Fashion,Abaya,Bold,NA,Yes,Mall,High,None,1123,Interested,No
Luxury Emirati,41-50,Female,Western,Sharjah,25K-50K,Occasional,Mall,<500,Yes,Necessity,Low,Price,Brand,No discount needed,Niche Brand,Luxury Fashion,NA,Bold,Non-stick,Maybe,Mall,Low,None,16983,Very Interested,Yes
Budget Buyer,21-30,Male,Other,Abu Dhabi,<5K,Rarely,Online,>15000,No,Not important,Low,Price,Brand,40%+,Niche Brand,Accessories,Saree,Dark,Non-stick,No,Mall,None,Quality,2051,Neutral,No
Affluent Expat,51+,Female,Emirati,Dubai,25K-50K,Rarely,Boutique,5000-15000,Yes,Reward,High,Social Media,Brand,20-40%,Niche Brand,Luxury Fashion,Abaya,Pastel,Non-stick,Maybe,Friends,Low,Quality,6447,Interested,Yes
Budget Buyer,Under21,Female,Other,Abu Dhabi,<5K,Occasional,Mixed,>15000,No,Not important,Low,Social Media,Design,40%+,Luxury Brand,Ethnic Wear,Saree,Neutral,NA,No,Friends,None,Social,1117,Interested,No
Budget Buyer,51+,Female,Arab,Sharjah,<5K,Rarely,Boutique,1500-5000,Yes,Not important,Medium,Design,Brand,40%+,Luxury Brand,Kitchenware,NA,Bold,Designer,Yes,Mall,High,Social,1524,Not Interested,No
Budget Buyer,31-40,Female,South Asian,Abu Dhabi,<5K,Rarely,Mall,<500,No,Not important,High,Design,Brand,40%+,Niche Brand,Home Decor,Abaya,Dark,Designer,Maybe,Friends,High,Trust,2286,Interested,No
Value Expat,51+,Female,South Asian,Dubai,10K-25K,Monthly,Online,500-1500,Yes,Occasional,Low,Status,Design,40%+,Luxury Brand,Accessories,NA,Dark,Designer,Yes,Instagram,High,Trust,4709,Interested,Yes
Affluent Expat,51+,Male,South Asian,Sharjah,10K-25K,Rarely,Boutique,5000-15000,Yes,Reward,Medium,Social Media,Brand,10-20%,Luxury Brand,Home Decor,Saree,Bold,NA,Maybe,Instagram,None,Social,19754,Not Interested,Yes
Luxury Emirati,31-40,Male,Other,Dubai,>50K,Weekly,Mall,1500-5000,Yes,Necessity,Low,Price,Design,No discount needed,Wait Discount,Home Decor,Abaya,Pastel,NA,No,Mall,Low,None,48882,Neutral,Yes
Affluent Expat,21-30,Female,Western,Dubai,25K-50K,Occasional,Boutique,5000-15000,No,Reward,Low,Social Media,Design,10-20%,Wait Discount,Kitchenware,NA,Bold,Designer,Maybe,TikTok,None,Social,14002,Not Interested,Yes
Luxury Emirati,21-30,Male,Arab,Dubai,>50K,Monthly,Online,<500,Yes,Necessity,High,Quality,Brand,No discount needed,Wait Discount,Ethnic Wear,Saree,Pastel,Non-stick,Maybe,Friends,Medium,Trust,21633,Very Interested,Yes
Value Expat,41-50,Female,Emirati,Other,10K-25K,Rarely,Mall,500-1500,Yes,Occasional,Low,Design,Brand,40%+,Not Buy,Kitchenware,Abaya,Pastel,Non-stick,Maybe,Instagram,Low,Trust,5627,Interested,No
Affluent Expat,Under21,Female,Arab,Sharjah,25K-50K,Rarely,Online,<500,Yes,Reward,Low,Status,Design,20-40%,Luxury Brand,Kitchenware,Fusion,Dark,Designer,Maybe,Influencers,Medium,Price,16315,Neutral,No
Budget Buyer,31-40,Male,Western,Abu Dhabi,<5K,Occasional,Boutique,<500,Yes,Not important,High,Price,Design,40%+,Luxury Brand,Luxury Fashion,Saree,Bold,NA,Yes,TikTok,Medium,None,2956,Not Interested,No
Value Expat,21-30,Female,Western,Abu Dhabi,5K-10K,Monthly,Online,5000-15000,Yes,Occasional,Low,Price,Brand,40%+,Wait Discount,Kitchenware,Saree,Neutral,Non-stick,Maybe,Influencers,None,Social,2514,Very Interested,Yes
Budget Buyer,31-40,Female,Emirati,Abu Dhabi,<5K,Weekly,Mixed,1500-5000,No,Not important,Medium,Status,Brand,40%+,Wait Discount,Ethnic Wear,NA,Pastel,Cast Iron,Yes,Instagram,High,Trust,1554,Interested,No
Luxury Emirati,51+,Female,Emirati,Other,>50K,Rarely,Mixed,1500-5000,Yes,Necessity,Medium,Price,Brand,No discount needed,Niche Brand,Ethnic Wear,Abaya,Dark,NA,Yes,Instagram,Low,Price,23772,Not Interested,Yes
Budget Buyer,21-30,Male,South Asian,Other,<5K,Occasional,Online,1500-5000,No,Not important,High,Design,Design,40%+,Wait Discount,Kitchenware,Abaya,Neutral,Steel,Yes,TikTok,High,Trust,939,Not Interested,No
Budget Buyer,51+,Male,Other,Other,<5K,Occasional,Mall,500-1500,No,Not important,Medium,Quality,Design,40%+,Luxury Brand,Accessories,Abaya,Dark,Non-stick,Maybe,Instagram,None,None,998,Interested,No
Value Expat,21-30,Female,Emirati,Abu Dhabi,10K-25K,Weekly,Online,5000-15000,Yes,Occasional,Low,Quality,Brand,20-40%,Niche Brand,Accessories,Saree,Bold,Cast Iron,No,TikTok,Low,Price,3251,Interested,Yes
Value Expat,41-50,Male,Arab,Dubai,5K-10K,Rarely,Boutique,>15000,No,Occasional,Low,Status,Brand,40%+,Wait Discount,Accessories,NA,Pastel,Steel,Yes,Influencers,Low,Quality,6764,Very Interested,No
Value Expat,41-50,Male,Western,Other,10K-25K,Rarely,Mall,>15000,Yes,Occasional,High,Price,Design,40%+,Wait Discount,Luxury Fashion,Fusion,Neutral,Designer,No,YouTube,Low,Social,7661,Neutral,No
Luxury Emirati,Under21,Male,Other,Other,>50K,Monthly,Boutique,500-1500,Yes,Necessity,Low,Status,Design,No discount needed,Wait Discount,Home Decor,Saree,Bold,Steel,No,Influencers,High,None,42885,Not Interested,Yes
Value Expat,Under21,Male,Western,Other,10K-25K,Monthly,Boutique,<500,No,Occasional,Low,Status,Design,20-40%,Luxury Brand,Accessories,Fusion,Dark,Designer,Maybe,YouTube,None,Social,3989,Very Interested,No
Affluent Expat,21-30,Female,Arab,Sharjah,25K-50K,Monthly,Boutique,500-1500,Yes,Reward,High,Quality,Design,20-40%,Luxury Brand,Ethnic Wear,Fusion,Bold,Non-stick,Maybe,YouTube,None,Price,14445,Neutral,Yes
Luxury Emirati,41-50,Female,South Asian,Sharjah,>50K,Monthly,Mall,<500,Yes,Necessity,Low,Quality,Brand,No discount needed,Not Buy,Kitchenware,Abaya,Dark,Steel,Yes,Friends,None,None,13786,Very Interested,Yes
Affluent Expat,41-50,Male,Arab,Abu Dhabi,25K-50K,Rarely,Mixed,500-1500,Yes,Reward,Low,Social Media,Brand,10-20%,Not Buy,Luxury Fashion,Saree,Neutral,NA,Maybe,Friends,High,None,3619,Very Interested,No
Luxury Emirati,31-40,Female,Emirati,Sharjah,25K-50K,Rarely,Online,<500,Yes,Necessity,Medium,Price,Brand,No discount needed,Niche Brand,Accessories,Fusion,Neutral,Non-stick,Yes,TikTok,High,Quality,35150,Interested,Yes
Luxury Emirati,21-30,Male,Arab,Abu Dhabi,>50K,Rarely,Mixed,>15000,Yes,Necessity,Low,Status,Design,No discount needed,Not Buy,Luxury Fashion,Saree,Dark,Steel,No,Friends,High,Social,35865,Neutral,Yes
Luxury Emirati,21-30,Male,Emirati,Abu Dhabi,>50K,Monthly,Mixed,<500,Yes,Necessity,Low,Price,Brand,No discount needed,Niche Brand,Ethnic Wear,Abaya,Neutral,Non-stick,Yes,Friends,None,Price,26376,Neutral,Yes
Budget Buyer,Under21,Male,Arab,Other,<5K,Monthly,Boutique,5000-15000,Yes,Not important,High,Quality,Design,40%+,Niche Brand,Luxury Fashion,NA,Bold,Non-stick,Yes,TikTok,Medium,Trust,1001,Neutral,No
Value Expat,31-40,Female,Emirati,Dubai,10K-25K,Weekly,Mixed,<500,Yes,Occasional,Medium,Status,Design,20-40%,Niche Brand,Home Decor,Abaya,Dark,NA,Maybe,Instagram,High,Quality,1050,Very Interested,No
Budget Buyer,51+,Female,Western,Other,<5K,Rarely,Online,5000-15000,No,Not important,Medium,Status,Brand,40%+,Niche Brand,Ethnic Wear,Saree,Bold,Non-stick,Maybe,YouTube,None,Quality,1764,Neutral,No
Affluent Expat,Under21,Male,Emirati,Other,25K-50K,Occasional,Mixed,5000-15000,Yes,Reward,High,Price,Brand,20-40%,Wait Discount,Luxury Fashion,Saree,Neutral,Cast Iron,No,Friends,None,Trust,14830,Not Interested,Yes
Affluent Expat,31-40,Female,Western,Other,25K-50K,Weekly,Mixed,1500-5000,No,Reward,High,Status,Brand,10-20%,Niche Brand,Accessories,NA,Dark,NA,No,Mall,High,Price,4884,Interested,Yes
Value Expat,51+,Female,South Asian,Sharjah,10K-25K,Occasional,Mixed,<500,Yes,Occasional,Medium,Design,Brand,20-40%,Luxury Brand,Ethnic Wear,NA,Neutral,Cast Iron,Yes,TikTok,Low,Price,7758,Neutral,Yes
Affluent Expat,41-50,Male,Arab,Sharjah,25K-50K,Weekly,Mixed,>15000,No,Reward,Medium,Price,Brand,10-20%,Niche Brand,Kitchenware,NA,Dark,Designer,Yes,Influencers,Medium,Social,12546,Interested,Yes
Luxury Emirati,41-50,Female,Other,Other,>50K,Monthly,Online,500-1500,No,Necessity,Medium,Design,Design,No discount needed,Wait Discount,Accessories,NA,Dark,Cast Iron,Yes,Instagram,High,Price,39877,Not Interested,Yes
Value Expat,31-40,Male,Other,Dubai,10K-25K,Occasional,Online,500-1500,Yes,Occasional,High,Design,Brand,40%+,Niche Brand,Home Decor,Fusion,Dark,Steel,Yes,Influencers,Low,Quality,4450,Interested,Yes
Affluent Expat,51+,Female,Other,Dubai,10K-25K,Weekly,Mall,5000-15000,No,Reward,High,Quality,Brand,20-40%,Luxury Brand,Accessories,Saree,Neutral,Cast Iron,Maybe,Instagram,None,None,18756,Very Interested,No
Value Expat,21-30,Male,Other,Other,10K-25K,Monthly,Boutique,500-1500,No,Occasional,High,Status,Design,20-40%,Niche Brand,Ethnic Wear,NA,Pastel,NA,Maybe,Mall,Medium,Quality,5521,Interested,No
Value Expat,41-50,Male,Other,Other,10K-25K,Weekly,Mall,>15000,Yes,Occasional,Low,Social Media,Brand,40%+,Not Buy,Home Decor,Fusion,Dark,Steel,No,Mall,High,None,4498,Neutral,No
Luxury Emirati,21-30,Male,South Asian,Sharjah,25K-50K,Rarely,Boutique,500-1500,Yes,Necessity,Low,Quality,Design,No discount needed,Not Buy,Kitchenware,Fusion,Pastel,Designer,No,Friends,High,Price,43938,Interested,Yes
Luxury Emirati,41-50,Female,Other,Dubai,>50K,Occasional,Mixed,>15000,Yes,Necessity,Medium,Design,Brand,No discount needed,Wait Discount,Ethnic Wear,Fusion,Pastel,Non-stick,Yes,Influencers,Medium,Trust,42539,Not Interested,Yes
Value Expat,41-50,Female,South Asian,Other,10K-25K,Occasional,Mall,500-1500,Yes,Occasional,Medium,Social Media,Brand,40%+,Luxury Brand,Accessories,Fusion,Dark,Cast Iron,Maybe,Friends,Low,Trust,7496,Interested,Yes
Affluent Expat,41-50,Male,Other,Sharjah,25K-50K,Occasional,Online,>15000,No,Reward,Low,Status,Brand,20-40%,Niche Brand,Kitchenware,Abaya,Dark,Designer,Maybe,Influencers,None,Social,14207,Interested,Yes
Luxury Emirati,21-30,Female,South Asian,Dubai,>50K,Monthly,Online,1500-5000,Yes,Necessity,Low,Status,Brand,No discount needed,Not Buy,Home Decor,NA,Bold,Designer,Yes,Mall,Low,Quality,33993,Very Interested,Yes
Budget Buyer,Under21,Female,Western,Sharjah,<5K,Occasional,Online,>15000,No,Not important,Low,Social Media,Brand,40%+,Niche Brand,Kitchenware,NA,Bold,Cast Iron,Yes,Friends,None,Price,2997,Very Interested,No
Luxury Emirati,31-40,Male,Other,Abu Dhabi,25K-50K,Weekly,Boutique,<500,Yes,Necessity,Medium,Design,Design,No discount needed,Luxury Brand,Home Decor,Abaya,Pastel,Steel,No,YouTube,None,None,36197,Interested,Yes
Value Expat,41-50,Male,Other,Abu Dhabi,5K-10K,Occasional,Boutique,1500-5000,Yes,Occasional,Low,Quality,Design,20-40%,Wait Discount,Home Decor,Abaya,Dark,Cast Iron,Yes,TikTok,High,Quality,4662,Very Interested,No
Budget Buyer,51+,Female,Arab,Other,<5K,Weekly,Mall,1500-5000,No,Not important,Low,Status,Brand,40%+,Wait Discount,Home Decor,Abaya,Pastel,Cast Iron,No,Instagram,High,None,1115,Not Interested,No
Affluent Expat,51+,Male,Arab,Sharjah,25K-50K,Occasional,Mall,5000-15000,Yes,Reward,Medium,Social Media,Design,20-40%,Luxury Brand,Home Decor,Fusion,Bold,Designer,Yes,Mall,Medium,Price,6552,Very Interested,No
Luxury Emirati,Under21,Female,Western,Other,>50K,Weekly,Mixed,5000-15000,Yes,Necessity,High,Quality,Design,No discount needed,Not Buy,Luxury Fashion,NA,Neutral,Cast Iron,No,YouTube,Medium,Quality,42341,Interested,Yes
Luxury Emirati,21-30,Female,South Asian,Dubai,>50K,Monthly,Online,5000-15000,Yes,Necessity,Medium,Price,Design,No discount needed,Wait Discount,Luxury Fashion,NA,Dark,NA,Yes,Friends,Low,None,32889,Very Interested,Yes
Affluent Expat,51+,Male,Western,Other,25K-50K,Rarely,Mall,1500-5000,No,Reward,High,Social Media,Design,10-20%,Luxury Brand,Accessories,Fusion,Pastel,Steel,Maybe,Mall,Low,Trust,8043,Not Interested,No
Luxury Emirati,31-40,Male,Other,Dubai,25K-50K,Rarely,Mixed,>15000,Yes,Necessity,High,Quality,Brand,No discount needed,Not Buy,Kitchenware,Fusion,Dark,Designer,Maybe,Instagram,Medium,Social,13673,Neutral,Yes
Value Expat,41-50,Male,South Asian,Dubai,5K-10K,Monthly,Online,500-1500,Yes,Occasional,Low,Design,Design,40%+,Not Buy,Luxury Fashion,Fusion,Pastel,Steel,Yes,YouTube,Low,None,4484,Interested,No
Luxury Emirati,Under21,Male,Western,Other,>50K,Monthly,Mixed,1500-5000,Yes,Necessity,Medium,Quality,Design,No discount needed,Luxury Brand,Accessories,Abaya,Pastel,Designer,Yes,TikTok,High,Quality,16567,Not Interested,Yes
Value Expat,31-40,Male,Emirati,Abu Dhabi,10K-25K,Monthly,Mall,<500,Yes,Occasional,Medium,Quality,Brand,20-40%,Luxury Brand,Luxury Fashion,Abaya,Neutral,Cast Iron,No,YouTube,Low,Quality,5839,Interested,Yes
Budget Buyer,Under21,Male,Arab,Dubai,<5K,Weekly,Mixed,<500,No,Not important,Medium,Social Media,Brand,40%+,Not Buy,Home Decor,Saree,Neutral,Non-stick,Yes,Mall,Low,Quality,2476,Neutral,No
Budget Buyer,51+,Male,Emirati,Abu Dhabi,<5K,Monthly,Boutique,5000-15000,Yes,Not important,Low,Quality,Brand,40%+,Wait Discount,Home Decor,Fusion,Dark,Cast Iron,Yes,TikTok,None,Trust,1649,Not Interested,No
Value Expat,31-40,Female,Arab,Other,5K-10K,Weekly,Mall,5000-15000,Yes,Occasional,Medium,Design,Design,40%+,Niche Brand,Luxury Fashion,Fusion,Bold,Steel,Maybe,Friends,Low,Price,2043,Neutral,Yes
Affluent Expat,51+,Female,Other,Dubai,25K-50K,Weekly,Online,500-1500,Yes,Reward,Medium,Social Media,Brand,10-20%,Niche Brand,Luxury Fashion,Fusion,Neutral,Cast Iron,No,Mall,Low,Price,9098,Neutral,Yes
Value Expat,21-30,Female,Arab,Dubai,5K-10K,Weekly,Mall,5000-15000,No,Occasional,Medium,Quality,Brand,40%+,Luxury Brand,Ethnic Wear,NA,Pastel,NA,No,Friends,None,Quality,7710,Interested,Yes
Value Expat,Under21,Female,Arab,Dubai,10K-25K,Rarely,Boutique,1500-5000,Yes,Occasional,Medium,Quality,Design,40%+,Not Buy,Accessories,Abaya,Dark,Non-stick,No,Instagram,Low,Social,1759,Not Interested,Yes
Affluent Expat,31-40,Male,Other,Abu Dhabi,25K-50K,Monthly,Boutique,>15000,Yes,Reward,Medium,Quality,Brand,10-20%,Wait Discount,Home Decor,NA,Dark,Non-stick,No,TikTok,None,Social,12072,Neutral,No
Luxury Emirati,Under21,Female,Other,Sharjah,25K-50K,Weekly,Online,5000-15000,No,Necessity,Medium,Social Media,Brand,No discount needed,Luxury Brand,Luxury Fashion,NA,Dark,Designer,Maybe,Friends,High,Quality,47303,Very Interested,Yes
Budget Buyer,31-40,Male,Arab,Sharjah,<5K,Rarely,Mixed,<500,Yes,Not important,Low,Design,Design,40%+,Niche Brand,Luxury Fashion,Fusion,Neutral,Designer,Yes,Instagram,High,Social,1456,Interested,No
Affluent Expat,Under21,Female,Arab,Dubai,25K-50K,Weekly,Boutique,<500,Yes,Reward,Medium,Social Media,Brand,20-40%,Niche Brand,Home Decor,Abaya,Pastel,Non-stick,Yes,Influencers,High,Price,4258,Neutral,Yes
Affluent Expat,Under21,Female,Western,Dubai,25K-50K,Occasional,Mall,500-1500,No,Reward,Low,Price,Brand,10-20%,Not Buy,Luxury Fashion,Abaya,Neutral,NA,Maybe,YouTube,Medium,Trust,12638,Interested,Yes
Affluent Expat,51+,Male,Arab,Dubai,10K-25K,Monthly,Online,1500-5000,Yes,Reward,Medium,Status,Design,20-40%,Not Buy,Ethnic Wear,NA,Neutral,Cast Iron,No,YouTube,Low,None,17078,Neutral,Yes
Affluent Expat,41-50,Male,Emirati,Sharjah,25K-50K,Occasional,Online,<500,No,Reward,High,Status,Design,10-20%,Not Buy,Accessories,Saree,Dark,Cast Iron,No,TikTok,High,Quality,15501,Interested,Yes
Budget Buyer,Under21,Male,South Asian,Dubai,<5K,Rarely,Online,>15000,No,Not important,Medium,Design,Brand,40%+,Not Buy,Home Decor,Saree,Bold,Steel,Maybe,Instagram,Medium,Trust,1338,Very Interested,No
Value Expat,51+,Male,South Asian,Dubai,5K-10K,Monthly,Online,1500-5000,No,Occasional,Low,Quality,Brand,20-40%,Niche Brand,Accessories,Fusion,Neutral,Cast Iron,No,Influencers,Low,Social,3949,Interested,No
Value Expat,51+,Female,Western,Other,10K-25K,Rarely,Online,<500,Yes,Occasional,Medium,Social Media,Brand,20-40%,Niche Brand,Home Decor,NA,Neutral,Non-stick,Yes,TikTok,Low,None,7727,Very Interested,Yes
Luxury Emirati,Under21,Male,Emirati,Sharjah,>50K,Occasional,Mall,>15000,Yes,Necessity,Low,Price,Brand,No discount needed,Niche Brand,Ethnic Wear,Fusion,Bold,NA,Yes,YouTube,High,None,19450,Very Interested,Yes
Affluent Expat,51+,Male,Arab,Sharjah,25K-50K,Occasional,Online,1500-5000,Yes,Reward,Medium,Social Media,Brand,10-20%,Luxury Brand,Home Decor,NA,Bold,NA,Yes,Instagram,Low,Social,7038,Not Interested,Yes
Value Expat,21-30,Male,South Asian,Sharjah,10K-25K,Monthly,Boutique,500-1500,Yes,Occasional,Low,Status,Brand,20-40%,Not Buy,Luxury Fashion,Abaya,Pastel,Steel,Maybe,Instagram,High,Quality,6838,Neutral,No
Luxury Emirati,31-40,Female,Other,Sharjah,>50K,Monthly,Mall,500-1500,Yes,Necessity,Medium,Quality,Brand,No discount needed,Wait Discount,Accessories,Saree,Neutral,Designer,Yes,TikTok,High,None,19263,Neutral,Yes
Affluent Expat,51+,Male,Other,Sharjah,25K-50K,Rarely,Online,<500,Yes,Reward,Low,Status,Brand,10-20%,Luxury Brand,Ethnic Wear,Fusion,Neutral,Designer,Maybe,YouTube,Medium,None,9339,Not Interested,No
Value Expat,31-40,Female,Western,Sharjah,10K-25K,Rarely,Mixed,1500-5000,Yes,Occasional,Medium,Status,Brand,40%+,Niche Brand,Ethnic Wear,Saree,Pastel,Designer,Yes,Instagram,Low,None,2058,Interested,Yes
Luxury Emirati,51+,Female,Other,Abu Dhabi,>50K,Occasional,Boutique,5000-15000,Yes,Necessity,High,Social Media,Design,No discount needed,Wait Discount,Ethnic Wear,Fusion,Dark,Steel,No,Friends,Low,Price,9533,Very Interested,Yes
Value Expat,41-50,Male,Other,Abu Dhabi,5K-10K,Weekly,Boutique,>15000,Yes,Occasional,Medium,Design,Design,20-40%,Niche Brand,Home Decor,Fusion,Neutral,Cast Iron,No,Friends,High,Quality,6409,Very Interested,No
Affluent Expat,41-50,Male,Emirati,Abu Dhabi,25K-50K,Monthly,Mixed,>15000,No,Reward,Low,Design,Design,20-40%,Not Buy,Accessories,NA,Dark,NA,Yes,Friends,None,None,19785,Interested,Yes
Luxury Emirati,Under21,Female,South Asian,Sharjah,>50K,Rarely,Mall,500-1500,Yes,Necessity,Low,Social Media,Brand,No discount needed,Luxury Brand,Luxury Fashion,Fusion,Bold,NA,No,Instagram,High,Trust,8660,Neutral,Yes
Affluent Expat,41-50,Female,Arab,Sharjah,10K-25K,Rarely,Mixed,500-1500,Yes,Reward,Medium,Quality,Design,20-40%,Luxury Brand,Home Decor,Abaya,Neutral,NA,No,YouTube,High,Trust,7915,Not Interested,No
Budget Buyer,21-30,Female,Western,Dubai,<5K,Occasional,Online,500-1500,No,Not important,Low,Social Media,Brand,40%+,Luxury Brand,Home Decor,NA,Neutral,Cast Iron,No,Instagram,Low,Price,1403,Not Interested,No
Budget Buyer,51+,Male,Emirati,Dubai,<5K,Occasional,Mixed,>15000,Yes,Not important,Low,Status,Brand,40%+,Wait Discount,Home Decor,NA,Neutral,NA,No,YouTube,Low,Quality,1930,Very Interested,No
Budget Buyer,31-40,Male,Other,Other,<5K,Monthly,Online,1500-5000,No,Not important,Medium,Quality,Design,40%+,Luxury Brand,Kitchenware,Fusion,Pastel,Non-stick,No,Instagram,None,Price,429,Very Interested,No
Value Expat,Under21,Female,Emirati,Dubai,5K-10K,Monthly,Mixed,5000-15000,Yes,Occasional,High,Design,Design,40%+,Wait Discount,Luxury Fashion,Fusion,Bold,Cast Iron,Maybe,Mall,Low,None,1467,Very Interested,Yes
Luxury Emirati,Under21,Female,South Asian,Dubai,25K-50K,Occasional,Online,5000-15000,Yes,Necessity,Medium,Price,Design,No discount needed,Not Buy,Home Decor,Saree,Pastel,Designer,Maybe,Instagram,High,Trust,17322,Interested,Yes
Value Expat,31-40,Male,Arab,Sharjah,5K-10K,Weekly,Online,500-1500,No,Occasional,High,Design,Design,20-40%,Luxury Brand,Accessories,Abaya,Dark,Designer,Yes,Mall,Medium,Quality,2996,Interested,Yes
Affluent Expat,31-40,Female,Western,Abu Dhabi,25K-50K,Rarely,Boutique,500-1500,Yes,Reward,Low,Design,Design,10-20%,Luxury Brand,Home Decor,Fusion,Bold,Designer,Maybe,Friends,None,Trust,19545,Interested,Yes
Budget Buyer,Under21,Male,Other,Other,<5K,Occasional,Online,500-1500,Yes,Not important,High,Status,Design,40%+,Niche Brand,Accessories,NA,Bold,Cast Iron,Yes,Instagram,Low,None,2616,Very Interested,No
Luxury Emirati,51+,Female,South Asian,Sharjah,>50K,Weekly,Mixed,500-1500,Yes,Necessity,High,Quality,Design,No discount needed,Niche Brand,Ethnic Wear,Fusion,Bold,Non-stick,No,Influencers,High,None,36273,Interested,Yes
Value Expat,Under21,Female,Other,Abu Dhabi,10K-25K,Monthly,Mixed,<500,No,Occasional,High,Design,Design,40%+,Niche Brand,Ethnic Wear,NA,Bold,Non-stick,Yes,Influencers,None,Quality,7632,Neutral,No
Luxury Emirati,Under21,Female,South Asian,Sharjah,25K-50K,Monthly,Boutique,1500-5000,No,Necessity,High,Price,Brand,No discount needed,Not Buy,Accessories,NA,Neutral,Cast Iron,No,Influencers,Medium,Quality,48629,Neutral,Yes
